pl_name,pl_masse,pl_rade,classification
TOI-5573 b,112.0,9.449795,Gas Giant
HAT-P-44 b,111.871,14.6452,Gas Giant
HD 149026 b,111.716505,8.160858,Gas Giant
NGTS-11 b,109.33352,9.069227,Gas Giant
Kepler-426 b,107.584355,11.608526,Gas Giant
K2-295 b,106.47305,10.398268,Gas Giant
TOI-1298 b,106.073456,9.633391,Gas Giant
WASP-20 b,105.941957,15.77442,Gas Giant
TOI-2421 b,105.83686,10.560654,Gas Giant
HATS-6 b,101.38777,11.345241,Gas Giant
K2-287 b,100.91077,9.415552,Gas Giant
TOI-3877 b,99.79812,11.868579,Gas Giant
WASP-151 b,99.480538,13.064311,Gas Giant
TOI-3486 b,99.162463,10.522984,Gas Giant
V1298 Tau d,98.526806,6.324652,Other/Unknown
HAT-P-51 b,98.209307,14.047743,Gas Giant
WASP-148 b,97.096694,8.501028,Gas Giant
TOI-2986 b,96.619836,8.807758,Gas Giant
TOI-1268 b,96.4,8.707641,Gas Giant
TOI-622 b,96.302007,9.268221,Gas Giant
WASP-83 b,96.143575,11.836773,Gas Giant
TOI-1775 b,96.0,8.371759,Gas Giant
TOI-4406 b,95.348522,11.668253,Gas Giant
WASP-181 b,95.03117,13.788187,Gas Giant
TOI-1296 b,95.006433,14.162478,Gas Giant
WASP-21 b,93.917765,13.237128,Gas Giant
NGTS-26 b,92.805895,14.885526,Gas Giant
Kepler-427 b,92.48818,11.534786,Gas Giant
HAT-P-19 b,90.368063,12.055167,Gas Giant
WASP-117 b,90.220121,11.634462,Gas Giant
WASP-126 b,89.6462,10.637114,Gas Giant
CoRoT-25 b,89.467095,12.10786,Gas Giant
TOI-4994 b,88.991954,8.819357,Gas Giant
WASP-39 b,88.928154,14.680208,Gas Giant
WASP-160 B b,88.35674,12.382455,Gas Giant
WASP-147 b,87.40325,12.110846,Gas Giant
WASP-131 b,86.290628,14.840333,Gas Giant
TOI-3757 b,85.3,12.218865,Gas Giant
HAT-P-38 b,84.858805,9.57839,Gas Giant
WASP-69 b,83.8952,11.454451,Gas Giant
HATS-43 b,82.95363,13.563036,Gas Giant
K2-329 b,82.6358,8.724046,Gas Giant
Kepler-170 b,82.6,3.043,Other/Unknown
TOI-5210 b,81.999729,11.164947,Gas Giant
TOI-2000 c,81.7,8.241175,Gas Giant
TOI-3629 b,79.933844,8.22952,Gas Giant
TOI-762 A b,79.77493,8.183358,Gas Giant
TOI-2583 A b,79.457102,14.095843,Gas Giant
TOI-6038 A b,78.5,5.56389,Other/Unknown
HATS-48 A b,77.23269,9.23336,Gas Giant
WASP-29 b,76.516693,8.463234,Gas Giant
V1298 Tau c,76.278818,5.265377,Other/Unknown
TOI-1199 b,75.960989,10.596012,Gas Giant
HD 332231 b,75.82526,9.729879,Gas Giant
Kepler-425 b,75.63979,10.196516,Gas Giant
Kepler-396 b,75.5,3.335889,Other/Unknown
HATS-5 b,75.48327,10.221764,Gas Giant
TOI-1853 b,73.2,3.67667,Other/Unknown
TOI-5786 b,73.0,7.699065,Other/Unknown
NGTS-5 b,72.78307,12.692612,Gas Giant
TOI-1842 b,72.600892,12.09574,Gas Giant
TOI-2364 b,71.511392,9.092219,Gas Giant
TOI-1273 b,70.557906,10.222685,Gas Giant
TOI-2587 A b,69.286593,11.506436,Gas Giant
TOI-3682 b,69.286593,12.486678,Gas Giant
CoRoT-8 b,69.28629,6.924577,Other/Unknown
TOI-3071 b,68.2,7.147675,Other/Unknown
TOI-1823 b,67.4,7.873787,Other/Unknown
NGTS-12 b,66.10864,11.179075,Gas Giant
K2-261 b,65.536049,9.705994,Gas Giant
Kepler-92 b,64.3,3.619636,Other/Unknown
TOI-1294 b,63.9,9.779024,Gas Giant
TOI-2567 b,63.88351,10.815208,Gas Giant
TOI-4734 b,61.658711,9.972264,Gas Giant
HAT-P-18 b,61.658393,10.912714,Gas Giant
TOI-532 b,61.5,5.70556,Other/Unknown
TOI-6651 b,61.0,5.09132,Other/Unknown
HD 221416 b,60.5,8.763304,Gas Giant
KELT-11 b,60.493534,14.798966,Gas Giant
TOI-5398 b,58.7,11.0253,Gas Giant
Kepler-416 b,58.2,2.574111,Other/Unknown
TOI-332 b,57.2,3.24162,Other/Unknown
HATS-62 b,56.89157,11.819902,Gas Giant
TOI-2374 b,56.64,7.414585,Other/Unknown
TOI-3976 A b,55.619971,12.193167,Gas Giant
TOI-954 b,55.30242,9.302749,Gas Giant
Kepler-123 b,55.3,2.724,Other/Unknown
TOI-2076 c,55.0,3.588401,Other/Unknown
HATS-46 b,54.98459,10.33616,Gas Giant
WASP-127 b,54.778001,14.91553,Gas Giant
TOI-2876 b,54.030829,9.501897,Gas Giant
TOI-6894 b,53.395172,9.483356,Gas Giant
TOI-1696 b,52.7,3.167128,Other/Unknown
TOI-1135 b,51.42,9.143227,Gas Giant
Kepler-101 b,51.1,5.1076,Other/Unknown
K2-121 b,51.0,7.69846,Other/Unknown
TOI-2328 b,50.852545,10.041346,Gas Giant
Kepler-297 b,48.5,3.0633,Other/Unknown
Kepler-1656 b,48.2,4.672292,Other/Unknown
CoRoT-32 b,47.6745,6.38913,Other/Unknown
WASP-182 b,47.03884,9.06933,Gas Giant
TOI-1386 b,46.419302,5.527195,Other/Unknown
TOI-181 b,46.1687,7.00749,Other/Unknown
Kepler-226 c,45.2,2.5823,Other/Unknown
HATS-8 b,44.972945,9.807827,Gas Giant
TOI-3984 A b,44.0,7.53618,Other/Unknown
K2-55 b,44.0,4.313787,Other/Unknown
TOI-257 b,43.86032,6.770817,Other/Unknown
TOI-1288 b,43.05,5.058494,Other/Unknown
K2-280 b,43.05,7.449156,Other/Unknown
WASP-156 b,41.24112,5.99387,Other/Unknown
TOI-849 b,40.445,3.541797,Other/Unknown
TOI-329 b,40.4,4.982682,Other/Unknown
WASP-193 b,39.887465,14.885356,Gas Giant
HATS-72 b,39.855882,8.793826,Gas Giant
HATS-7 b,38.616345,6.014456,Other/Unknown
TOI-1439 b,38.5,3.961528,Other/Unknown
TOI-4010 d,38.15,6.363589,Other/Unknown
WASP-139 b,37.18611,9.155622,Gas Giant
Kepler-31 b,36.7418,5.450556,Other/Unknown
HD 89345 b,36.37291,7.123466,Other/Unknown
Kepler-183 c,35.7,2.4562,Other/Unknown
Kepler-145 b,35.55,2.334364,Other/Unknown
WASP-107 b,35.040194,10.982602,Gas Giant
TOI-2498 b,34.62,5.417062,Other/Unknown
TOI-2019 b,34.4,4.664272,Other/Unknown
WASP-195 b,33.054154,9.711311,Gas Giant
TOI-5005 b,32.7,6.127145,Other/Unknown
WASP-166 b,32.10083,7.182045,Other/Unknown
TOI-1174 b,32.0,2.475782,Other/Unknown
TOI-5108 b,32.0,6.44398,Other/Unknown
HATS-37 A b,31.46517,6.792654,Other/Unknown
LP 714-47 b,30.8,4.826157,Other/Unknown
TOI-1836 b,30.79915,8.267558,Gas Giant
Kepler-338 b,30.6,2.454167,Other/Unknown
TOI-3261 b,30.3,4.097455,Other/Unknown
K2-27 b,30.066667,4.910016,Other/Unknown
TOI-1443 b,30.0,2.20911,Other/Unknown
Kepler-414 c,29.9,2.890889,Other/Unknown
NGTS-14 A b,29.24036,4.781278,Other/Unknown
K2-98 b,28.73588,4.880713,Other/Unknown
TOI-1694 b,28.7,5.430188,Other/Unknown
CoRoT-24 c,28.0,5.0,Other/Unknown
TOI-1173 b,27.85,9.20024,Gas Giant
Kepler-122 e,27.7,2.2104,Other/Unknown
TOI-1248 b,27.4,6.882456,Other/Unknown
TOI-1728 b,26.78,4.99475,Other/Unknown
TOI-2525 b,26.697586,9.201232,Gas Giant
GJ 143 b,26.665,2.86597,Other/Unknown
Kepler-411 c,26.4,3.530434,Other/Unknown
TOI-3568 b,26.4,5.851016,Other/Unknown
K2-10 b,26.1,3.778244,Other/Unknown
HAT-P-11 b,26.014674,4.77072,Other/Unknown
TOI-2196 b,26.0,3.506512,Other/Unknown
TOI-1272 b,25.8,4.288916,Other/Unknown
Kepler-411 b,25.6,2.029676,Other/Unknown
TOI-1420 b,25.1,11.990411,Gas Giant
HD 18599 b,24.8,2.658589,Other/Unknown
K2-292 b,24.5,2.63,Other/Unknown
K2-25 b,24.5,3.692773,Other/Unknown
TOI-216.02,24.375938,7.391337,Other/Unknown
Kepler-4 b,24.154625,4.085079,Other/Unknown
TOI-5795 b,23.66,5.523651,Other/Unknown
TOI-674 b,23.6,5.2603,Other/Unknown
Kepler-215 d,23.6,2.379,Other/Unknown
HATS-38 b,23.51942,6.673051,Other/Unknown
GJ 436 b,23.400878,4.104684,Other/Unknown
TOI-1710 b,23.033333,5.226168,Other/Unknown
Kepler-189 c,22.7,2.7211,Other/Unknown
TOI-132 b,22.4,3.529836,Other/Unknown
TOI-2141 b,22.05,3.01891,Other/Unknown
TOI-480 b,20.8,2.834106,Other/Unknown
NGTS-4 b,20.6,3.103289,Other/Unknown
K2-182 b,20.488337,2.791128,Other/Unknown
TOI-4010 c,20.31,6.271974,Other/Unknown
Kepler-84 c,20.2,2.74125,Other/Unknown
TOI-333 b,20.1,4.523242,Other/Unknown
HAT-P-26 b,19.969995,6.830323,Other/Unknown
Kepler-136 b,19.8,2.015778,Other/Unknown
Kepler-104 b,19.6,2.687364,Other/Unknown
HIP 97166 b,19.55,2.619648,Other/Unknown
TOI-1130 b,19.54,3.656208,Other/Unknown
TOI-1448 b,19.5,2.692202,Other/Unknown
BD+20 594 b,19.27405,2.387841,Other/Unknown
TOI-782 b,19.1,2.663333,Other/Unknown
HD 93963 A c,18.8,3.113667,Other/Unknown
K2-66 b,18.65,2.665,Other/Unknown
TOI-824 b,18.467,2.939953,Other/Unknown
TOI-2322 c,18.1,1.891512,Other/Unknown
K2-136 c,18.1,3.1615,Other/Unknown
HD 21520 b,17.7,2.697,Other/Unknown
Kepler-81 b,17.2,2.305333,Other/Unknown
HD 219666 b,17.1,4.572073,Other/Unknown
TOI-1751 b,17.0,2.761345,Other/Unknown
TOI-1052 b,16.9,2.966493,Other/Unknown
TOI-1753 b,16.6,2.547794,Other/Unknown
K2-110 b,16.533333,2.553742,Other/Unknown
TOI-1472 b,16.5,4.319058,Other/Unknown
HD 63433 c,16.3695,2.624787,Other/Unknown
TOI-908 b,16.137,3.147008,Other/Unknown
Kepler-131 b,16.13,2.1249,Other/Unknown
TOI-2076 b,16.1,2.517789,Other/Unknown
TOI-5076 b,16.072842,3.238512,Other/Unknown
TOI-1824 b,16.0,2.599208,Other/Unknown
K2-285 c,15.68,3.56758,Other/Unknown
TOI-2406 b,15.6,2.840873,Other/Unknown
TOI-421 c,15.26,4.990321,Other/Unknown
TOI-1451 b,15.2,2.56546,Other/Unknown
Kepler-244 d,15.2,2.6311,Other/Unknown
TOI-1749 d,15.0,2.384687,Other/Unknown
TOI-3785 b,14.95,4.936095,Other/Unknown
EPIC 249893012 c,14.67,3.67,Other/Unknown
TOI-1246 e,14.65,3.511943,Other/Unknown
TOI-1691 b,14.6,3.3684,Other/Unknown
HD 207897 b,14.6,2.408344,Other/Unknown
K2-266 e,14.3,3.139172,Other/Unknown
WASP-47 d,14.071429,3.4853,Other/Unknown
TOI-1749 c,14.0,2.059015,Other/Unknown
Kepler-62 d,14.0,2.0126,Other/Unknown
TOI-1422 c,14.0,2.61,Other/Unknown
TOI-220 b,13.8,2.93909,Other/Unknown
GJ 3470 b,13.701667,4.258644,Other/Unknown
TOI-125 d,13.6,2.738585,Other/Unknown
K2-138 e,13.54,3.274993,Other/Unknown
TOI-1064 b,13.5,2.523672,Other/Unknown
Kepler-20 c,13.316667,2.994083,Other/Unknown
TOI-2458 b,13.31,2.604866,Other/Unknown
Kepler-350 d,13.093075,2.606333,Other/Unknown
HD 73583 b,13.05,2.685063,Other/Unknown
TOI-1669 c,13.0,2.320049,Other/Unknown
Kepler-95 b,13.0,3.1135,Other/Unknown
Kepler-385 b,12.8,2.9593,Other/Unknown
Kepler-48 c,12.67,2.731,Other/Unknown
TOI-1260 c,12.5,2.784456,Other/Unknown
TOI-6054.01,12.5,2.603258,Other/Unknown
TOI-1410.01,12.5,3.158509,Other/Unknown
K2-199 c,12.5,2.764476,Other/Unknown
K2-37 d,12.5,2.49196,Other/Unknown
TOI-1736 b,12.333333,2.840876,Other/Unknown
Kepler-221 c,12.2,2.8651,Other/Unknown
CoRoT-22 b,12.2,4.88,Other/Unknown
TOI-1249 b,11.9,3.26294,Other/Unknown
TOI-5398 c,11.8,3.411065,Other/Unknown
Kepler-113 b,11.7,1.9746,Other/Unknown
TOI-1347 b,11.65,1.789334,Other/Unknown
HD 106315 b,11.55,2.358676,Other/Unknown
HD 73344 b,11.455,2.929112,Other/Unknown
Kepler-107 e,11.35,3.0365,Other/Unknown
HD 136352 c,11.25,2.771507,Other/Unknown
Kepler-106 e,11.17,2.6531,Other/Unknown
HD 63935 c,11.1,2.988519,Other/Unknown
HIP 116454 b,11.0833,2.51777,Other/Unknown
KOI-1833 d,11.02,2.202,Other/Unknown
Kepler-417 b,11.0,2.394,Other/Unknown
Kepler-549 b,11.0,2.706778,Other/Unknown
TOI-2000 b,11.0,2.58559,Other/Unknown
TOI-4010 b,11.0,3.107494,Other/Unknown
K2-290 b,10.9,3.06,Other/Unknown
K2-285 e,10.7,1.95,Other/Unknown
HD 152843 b,10.69,3.222518,Other/Unknown
HD 63935 b,10.65,2.860607,Other/Unknown
TOI-1438 c,10.6,2.620975,Other/Unknown
TOI-1279 b,10.6,2.943969,Other/Unknown
TOI-757 b,10.5,2.33942,Other/Unknown
Kepler-106 c,10.44,2.4581,Other/Unknown
HD 224018 c,10.4,2.42,Other/Unknown
HD 6061 b,10.4,2.356412,Other/Unknown
TOI-1723 b,10.4,3.228757,Other/Unknown
Kepler-103 b,10.39,3.282823,Other/Unknown
TOI-1803 b,10.32,2.987775,Other/Unknown
TOI-5817 b,10.3,3.053629,Other/Unknown
TOI-1422 b,10.2,3.893716,Other/Unknown
EPIC 249893012 d,10.18,3.94,Other/Unknown
TOI-5800 b,10.15,2.657701,Other/Unknown
TOI-1062 b,10.15,2.282785,Other/Unknown
HD 191939 b,10.0,3.364213,Other/Unknown
TOI-1437 b,10.0,2.226043,Other/Unknown
TOI-1180 b,10.0,3.037178,Other/Unknown
TOI-1075 b,9.95,1.791186,Neptune-like
HD 3167 c,9.946,2.852366,Neptune-like
TOI-431 d,9.9,3.285475,Neptune-like
TOI-669 b,9.9,2.567575,Neptune-like
TOI-756 b,9.83,2.995561,Neptune-like
TOI-763 b,9.79,2.344854,Neptune-like
TOI-411 c,9.72,2.457769,Neptune-like
TOI-1742 b,9.7,2.121093,Neptune-like
Kepler-107 c,9.695,1.75925,Neptune-like
K2-285 b,9.68,2.621225,Neptune-like
TOI-784 b,9.67,1.886515,Neptune-like
HD 77946 b,9.64,2.832908,Neptune-like
TOI-836 c,9.6,2.61366,Neptune-like
TOI-125 b,9.5,2.71663,Neptune-like
TOI-1438 b,9.4,2.649529,Neptune-like
Kepler-20 b,9.366667,1.956917,Neptune-like
TOI-763 c,9.32,2.746754,Neptune-like
TOI-6054.02,9.3,2.827393,Neptune-like
TOI-2018 b,9.2,2.272078,Neptune-like
TOI-2134 b,9.13,2.954415,Neptune-like
TOI-969 b,9.1,3.20749,Neptune-like
KOI-142 b,9.1,3.784125,Neptune-like
TOI-1467 b,9.0,1.825278,Neptune-like
TOI-3493 b,8.97,3.295472,Neptune-like
TOI-1246 c,8.95,2.470015,Neptune-like
Kepler-50 b,8.9,1.707909,Neptune-like
TOI-1117 b,8.9,2.51389,Neptune-like
K2-266 d,8.9,3.053942,Neptune-like
Kepler-305 b,8.85,3.396818,Neptune-like
HD 213885 b,8.83,1.7326,Neptune-like
TOI-269 b,8.8,2.856022,Neptune-like
Kepler-184 c,8.8,2.0956,Neptune-like
EPIC 249893012 b,8.75,1.95,Neptune-like
TOI-654.01,8.71,2.453197,Neptune-like
TOI-1794 b,8.7,3.31364,Neptune-like
Kepler-113 c,8.7,2.5119,Neptune-like
HD 25463 b,8.6,2.670617,Neptune-like
TOI-1260 b,8.58,2.44343,Neptune-like
HD 110067 d,8.52,2.852,Neptune-like
Kepler-120 b,8.5,2.1949,Neptune-like
Kepler-338 e,8.5,1.660455,Neptune-like
Kepler-96 b,8.46,2.484101,Neptune-like
HIP 8152 b,8.35,2.484814,Neptune-like
K2-38 c,8.325,2.436667,Neptune-like
TOI-1238 c,8.32,2.317428,Neptune-like
EPIC 220674823 b,8.186667,1.707296,Neptune-like
HD 97658 b,8.148157,2.298458,Neptune-like
TOI-1246 b,8.1,3.145994,Neptune-like
TOI-1836 c,8.0,2.667683,Neptune-like
TOI-1803 c,8.0,4.253465,Other/Unknown
Kepler-48 d,7.93,2.0407,Neptune-like
HD 15337 c,7.897333,2.408351,Neptune-like
HD 5278 b,7.8,2.373162,Neptune-like
Kepler-11 e,7.71,4.077,Other/Unknown
K2-141 c,7.7,7.0,Other/Unknown
TOI-1347 c,7.7,1.631784,Neptune-like
EPIC 201595106 b,7.67,1.367688,Neptune-like
Kepler-305 d,7.65,2.742545,Neptune-like
HD 42813 b,7.6,3.445146,Neptune-like
TOI-815 b,7.6,2.781985,Neptune-like
LTT 3780 c,7.4875,2.347359,Neptune-like
HD 20329 b,7.42,1.69868,Neptune-like
TOI-2095 c,7.4,1.389175,Neptune-like
K2-277 b,7.4,2.17966,Neptune-like
TOI-1203 d,7.39,2.941073,Neptune-like
TOI-1470 b,7.32,2.190359,Neptune-like
HD 219134 f,7.3,1.31,Neptune-like
Kepler-68 b,7.26132,2.319756,Neptune-like
HD 86226 c,7.25,2.144135,Neptune-like
TOI-1470 c,7.24,2.47,Neptune-like
K2-222 b,7.2,2.335254,Neptune-like
HR 858 d,7.1,2.080155,Neptune-like
HD 191939 c,7.1,3.166576,Neptune-like
LP 791-18 c,7.1,2.577948,Neptune-like
HD 15337 b,7.076333,1.708604,Neptune-like
Kepler-100 c,7.05,2.266,Neptune-like
K2-216 b,7.05,1.691357,Neptune-like
Kepler-139 b,7.0,2.612,Neptune-like
TOI-1136 c,6.96,2.721471,Neptune-like
GJ 1214 b,6.94875,2.656676,Neptune-like
TOI-421 b,6.935,2.415245,Neptune-like
Kepler-11 d,6.935,3.268615,Neptune-like
TOI-1758 b,6.9,3.523273,Neptune-like
K2-131 b,6.9,1.749536,Neptune-like
HIP 41378 b,6.89,2.646057,Neptune-like
TOI-1184 b,6.8,2.383964,Neptune-like
TOI-2120 b,6.8,2.378306,Neptune-like
TOI-238 c,6.7,2.18,Neptune-like
TOI-125 c,6.63,2.723037,Neptune-like
TOI-1244 b,6.6,2.372048,Neptune-like
TOI-406.01,6.57,2.000158,Neptune-like
TOI-283 b,6.54,2.177055,Neptune-like
TOI-1798.01,6.5,2.390391,Neptune-like
TOI-1235 b,6.5,1.781738,Neptune-like
K2-167 b,6.5,2.324287,Neptune-like
K2-285 d,6.5,2.48,Neptune-like
K2-291 b,6.46,1.56609,Neptune-like
TOI-1269 b,6.4,2.374891,Neptune-like
Kepler-406 b,6.35,1.4032,Neptune-like
HD 110067 c,6.3,2.388,Neptune-like
TOI-1201 b,6.28,2.316879,Neptune-like
K2-138 c,6.27,2.359667,Neptune-like
Wolf 503 b,6.265,1.96838,Neptune-like
TOI-561 c,6.203333,2.864067,Neptune-like
TOI-270 c,6.175,2.378022,Neptune-like
K2-265 b,6.160612,1.666599,Neptune-like
Kepler-99 b,6.15,1.7145,Neptune-like
Kepler-109 b,6.1,2.409333,Neptune-like
Kepler-92 c,6.1,2.439455,Neptune-like
HD 207496 b,6.1,2.40687,Neptune-like
TOI-776 c,6.1,2.055665,Neptune-like
Kepler-454 b,6.097794,2.015574,Neptune-like
Kepler-221 b,5.95575,1.569,Neptune-like
TOI-1695 b,5.93,1.909766,Neptune-like
HD 135694 b,5.9,2.520261,Neptune-like
TOI-733 b,5.72,1.969765,Neptune-like
CoRoT-24 b,5.7,3.7,Neptune-like
HD 110067 b,5.69,2.2,Neptune-like
HD 80653 b,5.66,1.612281,Neptune-like
TOI-1798.02,5.6,1.411403,Neptune-like
TOI-4438 b,5.4,2.471621,Neptune-like
TOI-1468 c,5.37,2.067859,Neptune-like
TOI-1246 d,5.35,3.776128,Neptune-like
Kepler-197 c,5.3,1.308167,Neptune-like
Kepler-305 c,5.25,3.197545,Neptune-like
K2-12 b,5.2,2.383039,Neptune-like
Kepler-1655 b,5.2,2.141556,Neptune-like
TOI-663 d,5.2,1.954762,Neptune-like
HD 3167 b,5.17,1.652525,Neptune-like
K2-141 b,5.13,1.540258,Neptune-like
HIP 29442 d,5.12,1.454,Neptune-like
HD 110067 f,5.04,2.601,Neptune-like
TOI-1452 b,4.82,1.645247,Neptune-like
Kepler-351 b,4.8,2.858778,Neptune-like
TOI-2443 b,4.8,2.607663,Neptune-like
HD 219134 b,4.74,1.505633,Neptune-like
TOI-178 c,4.705,1.645946,Neptune-like
HD 136352 b,4.673333,1.582803,Neptune-like
Ross 176 b,4.57,2.032235,Neptune-like
HD 110113 b,4.55,2.101655,Neptune-like
TOI-286 b,4.53,1.41123,Neptune-like
TOI-836 b,4.53,1.698285,Neptune-like
HIP 29442 c,4.5,1.5655,Neptune-like
TOI-776 b,4.5,1.805577,Neptune-like
TOI-2128 b,4.5,2.358914,Neptune-like
TOI-270 d,4.49,2.141389,Neptune-like
GJ 9827 b,4.457143,1.592272,Neptune-like
TOI-663 b,4.45,2.350643,Neptune-like
K2-36 b,4.433333,1.418186,Neptune-like
HIP 41378 c,4.4,2.528935,Neptune-like
HD 219134 c,4.36,1.47005,Neptune-like
L 168-9 b,4.335,1.493895,Neptune-like
pi Men c,4.3175,2.045738,Neptune-like
TOI-5720 b,4.3,1.24161,Neptune-like
HD 25463 c,4.2,1.399097,Neptune-like
HD 235088 b,4.175,2.019859,Neptune-like
TOI-178 g,4.17,3.186668,Neptune-like
Kepler-65 d,4.14,1.643333,Neptune-like
TOI-2095 b,4.1,1.282829,Neptune-like
TOI-1011 b,4.04,1.44828,Neptune-like
HD 137496 b,4.04,1.31,Neptune-like
TOI-6008 b,4.0,1.138274,Neptune-like
TOI-1799 b,4.0,1.564035,Neptune-like
HD 110067 e,3.9,1.94,Neptune-like
Kepler-59 c,3.81,1.873222,Neptune-like
HR 858 c,3.8,2.103258,Neptune-like
Kepler-101 c,3.78,1.093,Neptune-like
TOI-260 b,3.765,1.722335,Neptune-like
TOI-1238 b,3.76,1.225361,Neptune-like
TOI-286 c,3.72,1.862775,Neptune-like
TOI-178 e,3.67,2.262911,Neptune-like
Kepler-107 b,3.655,1.5585,Neptune-like
TOI-663 c,3.65,2.461319,Neptune-like
Kepler-221 d,3.61,2.695222,Neptune-like
TOI-1444 b,3.596667,1.417331,Neptune-like
TOI-512 b,3.57,1.532729,Neptune-like
Kepler-98 b,3.55,1.8741,Neptune-like
HR 858 b,3.55,1.95347,Neptune-like
TOI-1203 b,3.51,1.52,Neptune-like
Kepler-97 b,3.51,1.5644,Neptune-like
Kepler-414 b,3.5,1.947222,Neptune-like
TOI-2345 b,3.49,1.462154,Neptune-like
TOI-1416 b,3.48,1.610185,Neptune-like
TOI-238 b,3.385,1.538063,Neptune-like
GJ 3090 b,3.34,2.07534,Neptune-like
TOI-1685 b,3.28,1.576863,Neptune-like
Kepler-254 c,3.2,2.3134,Neptune-like
K2-85 b,3.2,1.28796,Neptune-like
Kepler-102 d,3.133333,1.313167,Neptune-like
TOI-1468 b,3.125,1.378621,Neptune-like
HD 260655 c,3.09,1.71451,Neptune-like
TOI-431 b,3.07,1.377076,Neptune-like
K2-136 d,3.0,1.521667,Neptune-like
Kepler-100 d,3.0,1.521455,Neptune-like
TOI-1453 c,2.95,2.17573,Neptune-like
TOI-544 b,2.89,2.069391,Neptune-like
GJ 486 b,2.863333,1.315285,Neptune-like
K2-138 b,2.82,1.523333,Neptune-like
TOI-244 b,2.68,1.273704,Neptune-like
Kepler-407 b,2.565,1.164273,Neptune-like
K2-229 b,2.543333,1.169296,Neptune-like
Wolf 327 b,2.53,1.368477,Neptune-like
LTT 1445 A b,2.53,1.346736,Neptune-like
TOI-1807 b,2.505,1.415964,Neptune-like
TOI-1064 c,2.5,2.626238,Neptune-like
LTT 3780 b,2.4725,1.293529,Neptune-like
TOI-771 b,2.47,1.392696,Neptune-like
Kepler-65 b,2.4,1.455583,Neptune-like
LHS 1478 b,2.33,1.317461,Neptune-like
TOI-1453 b,2.32,1.173525,Neptune-like
TOI-2322 b,2.31,1.01184,Neptune-like
L 98-59 c,2.262,1.353585,Neptune-like
HD 260655 b,2.14,1.25663,Neptune-like
K2-138 f,2.05,2.814667,Neptune-like
Kepler-139 d,2.0,1.928571,Neptune-like
TOI-1411 b,2.0,1.320935,Neptune-like
GJ 806 b,1.9,1.504615,Neptune-like
GJ 3473 b,1.86,1.237367,Rocky
GJ 357 b,1.84,1.228983,Rocky
GJ 1132 b,1.66541,1.225216,Rocky
GJ 1252 b,1.576667,1.228628,Rocky
TOI-270 b,1.513333,1.244674,Rocky
GJ 3929 b,1.48,1.112429,Rocky
TOI-6255 b,1.44,1.020369,Rocky
TOI-500 b,1.42,1.228392,Rocky
TOI-1776 b,1.4,1.309759,Neptune-like
LHS 1678 c,1.4,0.988614,Rocky
TRAPPIST-1 c,1.281333,1.07425,Rocky
TRAPPIST-1 g,1.269667,1.134667,Rocky
TOI-1450 A b,1.258,1.11124,Rocky
TOI-178 b,1.23,1.176,Rocky
TOI-6324 b,1.17,1.048593,Rocky
K2-157 b,1.14,0.996827,Rocky
LP 791-18 d,0.9,1.032,Rocky
TRAPPIST-1 f,0.884333,1.045333,Rocky
HD 23472 f,0.77,1.146715,Rocky
HD 23472 e,0.72,0.893909,Rocky
TRAPPIST-1 e,0.694667,0.916,Rocky
HD 23472 d,0.55,0.753794,Rocky
Kepler-33 c,0.39,2.7571,Neptune-like
TRAPPIST-1 d,0.365,0.781333,Rocky
LHS 1678 b,0.35,0.784293,Rocky
TRAPPIST-1 h,0.3285,0.75875,Rocky
